,Estimated_Delay_Minutes
2692,15.576923076923077
2693,9.26470588235294
2694,3.5294117647058822
2695,4.864864864864865
2696,7.03125
2697,7.5
2698,9.0
2699,6.300000000000001
2700,9.84375
2701,6.53225806451613
2702,8.1
2703,6.036585365853659
2704,15.882352941176471
2705,13.5
2706,13.23529411764706
2707,7.5
2708,5.7558139534883725
2709,10.588235294117647
2710,8.181818181818182
2711,6.0
2712,6.75
2713,10.588235294117647
2714,9.473684210526315
2715,15.576923076923077
2716,13.846153846153847
2717,13.23529411764706
2718,6.75
2719,15.576923076923077
2720,15.0
2721,11.25
2722,14.464285714285715
2723,5.806451612903226
2724,5.806451612903226
2725,7.258064516129032
2726,6.53225806451613
2727,5.806451612903226
2728,18.0
2729,3.9130434782608696
2730,3.829787234042553
2731,17.30769230769231
2732,8.4375
2733,12.1875
2734,9.26470588235294
2735,7.071428571428571
2736,10.161290322580644
2737,8.709677419354838
2738,8.357142857142858
2739,13.5
2740,10.125
2741,5.720338983050847
2742,3.3
2743,7.905405405405406
2744,28.125
2745,5.232558139534883
2746,9.75
2747,7.258064516129032
2748,9.642857142857142
2749,12.5
2750,17.30769230769231
2751,15.46875
2752,13.026315789473685
2753,15.0
2754,10.657894736842104
2755,3.6734693877551017
2756,3.75
2757,12.0
2758,8.1
2759,18.40909090909091
2760,22.5
2761,10.384615384615385
2762,7.758620689655173
2763,5.431034482758621
2764,5.969387755102042
2765,5.1923076923076925
2766,7.758620689655173
2767,20.454545454545453
2768,15.0
2769,6.982758620689656
2770,6.206896551724138
2771,9.0
2772,13.026315789473685
2773,18.28125
2774,12.413793103448276
2775,5.892857142857143
2776,9.310344827586206
2777,12.5
2778,20.625
2779,11.842105263157894
2780,5.113636363636363
2781,9.0
2782,4.6022727272727275
2783,5.113636363636363
2784,5.080645161290322
2785,13.846153846153847
2786,11.63793103448276
2787,6.5131578947368425
2788,15.0
2789,5.921052631578947
2790,18.75
2791,4.354838709677419
2792,11.25
2793,9.9
2794,15.0
2795,8.25
2796,8.25
2797,9.642857142857142
2798,4.787234042553192
2799,12.0
2800,9.519230769230768
2801,5.5
2802,6.5131578947368425
2803,3.214285714285714
2804,12.75
2805,22.5
2806,9.9
2807,5.785714285714285
2808,9.473684210526315
2809,12.272727272727272
2810,7.745901639344262
2811,3.991935483870968
2812,2.4456521739130435
2813,7.258064516129032
2814,7.258064516129032
2815,14.464285714285715
2816,5.5
2817,6.0
2818,11.25
2819,6.5625
2820,9.642857142857142
2821,14.625
2822,4.186046511627907
2823,8.035714285714286
2824,3.75
2825,3.75
2826,6.75
2827,7.5
2828,16.875
2829,5.232558139534883
2830,18.75
2831,7.105263157894736
2832,7.5
2833,8.4375
2834,13.125
2835,8.534482758620689
2836,10.862068965517242
2837,15.576923076923077
2838,12.717391304347824
2839,11.842105263157894
2840,15.576923076923077
2841,17.205882352941174
2842,10.833333333333332
2843,9.204545454545455
2844,7.03125
2845,6.346153846153846
2846,17.678571428571427
2847,7.232142857142858
2848,8.709677419354838
2849,11.25
2850,3.1690140845070425
2851,6.818181818181818
2852,2.8636363636363633
2853,3.9705882352941178
2854,4.95
2855,13.23529411764706
2856,22.5
2857,11.25
2858,12.65625
2859,8.534482758620689
2860,8.653846153846155
2861,17.30769230769231
2862,11.25
2863,12.5
2864,5.232558139534883
2865,19.038461538461537
2866,5.328947368421052
2867,7.983870967741936
2868,7.325581395348838
2869,13.026315789473685
2870,10.887096774193548
2871,9.204545454545455
2872,7.826086956521739
2873,16.071428571428573
2874,4.3269230769230775
2875,15.46875
2876,7.258064516129032
2877,19.6875
2878,13.23529411764706
2879,16.363636363636363
2880,5.769230769230768
2881,10.086206896551724
2882,9.642857142857142
2883,8.75
2884,17.205882352941174
2885,11.911764705882353
2886,8.709677419354838
2887,11.911764705882353
2888,2.690217391304348
2889,19.038461538461537
2890,13.750000000000002
2891,10.0
2892,6.75
2893,19.285714285714285
2894,32.5
2895,30.0
2896,6.53225806451613
2897,15.833333333333334
2898,7.983870967741936
2899,7.983870967741936
2900,9.75
2901,4.285714285714286
2902,5.080645161290322
2903,15.0
2904,9.435483870967742
2905,7.983870967741936
2906,5.380434782608696
2907,6.036585365853659
2908,22.5
2909,33.75
2910,8.534482758620689
2911,5.5
2912,5.625
2913,16.5
2914,6.594827586206896
2915,6.585365853658536
2916,12.413793103448276
2917,9.9
2918,13.026315789473685
2919,11.63793103448276
2920,10.0
2921,13.026315789473685
2922,26.590909090909093
2923,27.500000000000004
2924,30.0
2925,10.5
2926,16.5
2927,14.673913043478262
2928,10.161290322580644
2929,5.0
2930,14.673913043478262
2931,13.026315789473685
2932,10.928571428571429
2933,7.5
2934,9.84375
2935,5.1923076923076925
2936,5.223214285714286
2937,3.103448275862069
2938,9.519230769230768
2939,7.258064516129032
2940,10.161290322580644
2941,5.13157894736842
2942,7.105263157894736
2943,10.887096774193548
2944,27.692307692307693
2945,18.75
2946,9.310344827586206
2947,18.0
2948,17.205882352941174
2949,12.413793103448276
2950,12.413793103448276
2951,4.419642857142857
2952,9.75
2953,4.390243902439025
2954,10.5
2955,9.75
2956,8.25
2957,11.57142857142857
2958,9.642857142857142
2959,6.53225806451613
2960,6.75
2961,13.413461538461538
2962,8.709677419354838
2963,4.5
2964,5.15625
2965,6.5625
2966,4.909090909090909
2967,4.909090909090909
2968,4.354838709677419
2969,6.187500000000001
2970,10.161290322580644
2971,3.807692307692308
2972,10.0
2973,9.0
2974,14.318181818181818
2975,5.625
2976,12.1875
2977,7.5
2978,11.25
2979,6.187500000000001
2980,18.75
2981,16.875
2982,7.983870967741936
2983,36.0
2984,6.75
2985,10.161290322580644
2986,11.700000000000001
2987,13.026315789473685
2988,5.8500000000000005
2989,17.30769230769231
2990,19.038461538461537
2991,12.857142857142856
2992,8.4375
2993,4.891304347826087
2994,8.709677419354838
2995,7.258064516129032
2996,10.161290322580644
2997,8.709677419354838
2998,4.669811320754717
2999,5.09433962264151
3000,8.333333333333332
3001,5.3999999999999995
3002,7.258064516129032
3003,5.043103448275862
3004,15.0
3005,16.5
3006,12.375000000000002
3007,16.5
3008,6.346153846153846
3009,9.75
3010,11.25
3011,5.869565217391304
3012,9.9
3013,9.519230769230768
3014,20.76923076923077
3015,8.125
3016,10.5
3017,7.983870967741936
3018,9.310344827586206
3019,15.394736842105264
3020,13.026315789473685
3021,11.785714285714286
3022,4.6875
3023,12.0
3024,13.295454545454547
3025,15.0
3026,17.205882352941174
3027,9.140625
3028,20.76923076923077
3029,15.46875
3030,18.52941176470588
3031,5.955882352941177
3032,6.0
3033,9.204545454545455
3034,9.75
3035,15.576923076923077
3036,15.0
3037,11.739130434782608
3038,9.75
3039,15.0
3040,12.857142857142856
3041,22.5
3042,16.57894736842105
3043,19.285714285714285
3044,7.682926829268293
3045,17.30769230769231
3046,6.585365853658536
3047,10.227272727272727
3048,15.0
3049,12.115384615384615
3050,22.5
3051,15.34090909090909
3052,7.5
3053,6.887755102040816
3054,6.75
3055,11.612903225806452
3056,24.23076923076923
3057,13.06451612903226
3058,12.5
3059,13.06451612903226
3060,10.833333333333332
3061,19.6875
3062,7.3125
3063,11.666666666666666
3064,16.5
3065,10.862068965517242
3066,6.428571428571428
3067,10.862068965517242
3068,6.27906976744186
3069,7.96875
3070,7.826086956521739
3071,15.46875
3072,7.232142857142858
3073,11.25
3074,19.5
3075,10.161290322580644
3076,13.5
3077,10.887096774193548
3078,6.472602739726027
3079,11.25
3080,5.163934426229508
3081,8.4375
3082,24.375
3083,14.0625
3084,16.071428571428573
3085,16.875
3086,9.75
3087,7.758620689655173
3088,6.702127659574468
3089,11.700000000000001
3090,5.1923076923076925
3091,4.931506849315069
3092,7.916666666666667
3093,15.882352941176471
3094,2.589928057553957
3095,3.2608695652173916
3096,3.2565789473684212
3097,15.394736842105264
3098,10.887096774193548
3099,15.241935483870966
3100,7.983870967741936
3101,4.787234042553192
3102,2.0598591549295775
3103,3.1578947368421053
3104,7.983870967741936
3105,20.892857142857142
3106,15.394736842105264
3107,22.5
3108,11.666666666666666
3109,9.782608695652174
3110,9.166666666666666
3111,8.839285714285714
3112,16.363636363636363
3113,14.673913043478262
3114,19.5
3115,5.526315789473684
3116,13.928571428571429
3117,5.7558139534883725
3118,2.7906976744186047
3119,12.0
3120,9.75
3121,9.0
3122,14.4
3123,11.911764705882353
3124,14.464285714285715
3125,9.310344827586206
3126,10.161290322580644
3127,18.52941176470588
3128,12.413793103448276
3129,9.75
3130,10.5
3131,9.75
3132,10.833333333333332
3133,22.5
3134,11.612903225806452
3135,14.464285714285715
3136,12.5
3137,9.107142857142858
3138,7.905405405405406
3139,20.0
3140,16.363636363636363
3141,4.346590909090909
3142,10.887096774193548
3143,17.678571428571427
3144,13.06451612903226
3145,11.25
3146,4.623287671232877
3147,16.875
3148,16.875
3149,9.23076923076923
3150,7.258064516129032
3151,17.678571428571427
3152,10.5
3153,20.13157894736842
3154,11.25
3155,6.61764705882353
3156,17.205882352941174
3157,11.25
3158,6.6891891891891895
3159,12.600000000000001
3160,6.8023255813953485
3161,6.647727272727273
3162,27.32142857142857
3163,9.435483870967742
3164,13.189655172413792
3165,10.161290322580644
3166,12.338709677419354
3167,17.205882352941174
3168,2.4816176470588234
3169,8.653846153846155
3170,11.666666666666666
3171,2.316176470588235
3172,5.625
3173,11.666666666666666
3174,10.928571428571429
3175,10.887096774193548
3176,13.790322580645162
3177,6.27906976744186
3178,5.431034482758621
3179,13.965517241379311
3180,15.0
3181,19.6875
3182,11.25
3183,19.852941176470587
3184,8.076923076923077
3185,13.189655172413792
3186,12.115384615384615
3187,6.428571428571428
3188,11.700000000000001
3189,16.875
3190,20.892857142857142
3191,15.652173913043478
3192,10.086206896551724
3193,9.545454545454545
3194,9.545454545454545
3195,17.5
3196,5.5102040816326525
3197,10.0
3198,7.5
3199,16.630434782608695
3200,3.5294117647058822
3201,7.5
3202,13.5
3203,17.763157894736842
3204,22.5
3205,8.0
3206,14.625
3207,8.181818181818182
3208,10.0
3209,6.639344262295082
3210,9.878048780487806
3211,15.9375
3212,25.96153846153846
3213,6.169354838709677
3214,8.138297872340425
3215,19.285714285714285
3216,10.227272727272727
3217,14.4
3218,10.285714285714285
3219,7.5
3220,11.63793103448276
3221,14.4
3222,6.101694915254237
3223,7.336956521739131
3224,27.0
3225,11.612903225806452
3226,11.612903225806452
3227,25.5
3228,4.646739130434782
3229,11.612903225806452
3230,11.612903225806452
3231,9.782608695652174
3232,4.444444444444445
3233,5.5588235294117645
3234,7.159090909090909
3235,8.289473684210526
3236,9.435483870967742
3237,7.5
3238,11.63793103448276
3239,7.3125
3240,23.823529411764707
3241,12.0
3242,12.413793103448276
3243,11.25
3244,15.749999999999998
3245,11.25
3246,10.5
3247,3.708791208791209
3248,12.0
3249,12.413793103448276
3250,6.195652173913044
3251,7.297297297297297
3252,4.383116883116883
3253,8.653846153846155
3254,17.386363636363637
3255,5.806451612903226
3256,2.791970802919708
3257,12.272727272727272
3258,11.612903225806452
3259,22.5
3260,10.227272727272727
3261,19.431818181818183
3262,9.375
3263,12.717391304347824
3264,14.673913043478262
3265,11.63793103448276
3266,8.0
3267,15.749999999999998
3268,14.558823529411766
3269,13.5
3270,7.983870967741936
3271,7.159090909090909
3272,11.25
3273,13.695652173913045
3274,5.046728971962617
3275,5.727272727272727
3276,8.602941176470587
3277,8.289473684210526
3278,14.166666666666668
3279,13.790322580645162
3280,22.5
3281,15.576923076923077
3282,7.159090909090909
3283,7.5
3284,2.0892857142857144
3285,5.943396226415095
3286,7.336956521739131
3287,11.612903225806452
3288,14.673913043478262
3289,11.612903225806452
3290,10.161290322580644
3291,15.241935483870966
3292,8.4375
3293,21.176470588235293
3294,10.945945945945947
3295,9.75
3296,10.5
3297,14.25
3298,16.5
3299,7.180851063829787
3300,7.8061224489795915
3301,12.5
3302,10.446428571428571
3303,33.75
3304,22.5
3305,6.830357142857142
3306,7.03125
3307,11.953125
3308,8.804347826086957
3309,8.0
3310,13.5
3311,4.115853658536586
3312,11.554054054054053
3313,14.765625
3314,12.338709677419354
3315,22.5
3316,19.852941176470587
3317,11.911764705882353
3318,9.0
3319,14.25
3320,17.763157894736842
3321,21.176470588235293
3322,29.423076923076923
3323,15.3
3324,20.0
3325,10.161290322580644
3326,14.0625
3327,6.75
3328,7.105263157894736
3329,6.206896551724138
3330,9.642857142857142
3331,12.5
3332,25.71428571428571
3333,4.6875
3334,15.0
3335,18.58695652173913
3336,8.617021276595745
3337,6.61764705882353
3338,6.0576923076923075
3339,8.709677419354838
3340,16.875
3341,10.161290322580644
3342,22.5
3343,15.0
3344,11.538461538461537
3345,11.538461538461537
3346,20.25
3347,11.25
3348,10.625
3349,5.259740259740259
3350,7.0
3351,10.465116279069766
3352,17.8125
3353,6.971830985915492
3354,19.285714285714285
3355,25.3125
3356,26.71875
3357,17.142857142857142
3358,6.206896551724138
3359,13.189655172413792
3360,11.953125
3361,11.63793103448276
3362,37.5
3363,15.652173913043478
3364,9.26470588235294
3365,5.869565217391304
3366,12.228260869565217
3367,3.1153846153846154
3368,4.913793103448276
3369,13.790322580645162
3370,3.435114503816794
3371,19.565217391304348
3372,17.386363636363637
3373,7.363636363636363
3374,6.716417910447761
3375,22.5
3376,11.25
3377,8.035714285714286
3378,16.875
3379,7.954545454545454
3380,12.0
3381,12.0
3382,4.722222222222222
3383,6.61764705882353
3384,12.857142857142856
3385,4.678217821782178
3386,11.25
3387,14.516129032258064
3388,4.891304347826087
3389,10.285714285714285
3390,15.34090909090909
3391,27.32142857142857
3392,9.764150943396226
3393,7.008196721311475
3394,6.6891891891891895
3395,13.5
3396,3.8372093023255816
3397,3.13953488372093
3398,12.338709677419354
3399,6.206896551724138
3400,11.612903225806452
3401,8.0
3402,17.142857142857142
3403,16.171875
3404,7.325581395348838
3405,10.465116279069766
3406,3.807692307692308
3407,8.346774193548388
3408,18.58695652173913
3409,5.113636363636363
3410,5.704225352112676
3411,8.181818181818182
3412,5.1923076923076925
3413,3.3834586466165413
3414,7.216981132075471
3415,13.660714285714285
3416,4.8076923076923075
3417,30.0
3418,9.926470588235293
3419,10.465116279069766
3420,12.857142857142856
3421,10.5
3422,8.25
3423,17.068965517241377
3424,8.55
3425,7.083333333333334
3426,9.75
3427,15.967741935483872
3428,8.392857142857142
3429,5.480769230769231
3430,18.173076923076923
3431,11.612903225806452
3432,13.06451612903226
3433,6.483050847457627
3434,16.44230769230769
3435,25.71428571428571
3436,11.538461538461537
3437,6.53225806451613
3438,33.0
3439,14.711538461538462
3440,7.5
3441,13.790322580645162
3442,6.136363636363636
3443,12.75
3444,20.25
3445,16.5
3446,9.574468085106384
3447,3.3582089552238803
3448,6.61764705882353
3449,4.232673267326732
3450,16.2
3451,17.25
3452,26.25
3453,18.40909090909091
3454,17.386363636363637
3455,22.5
3456,8.78048780487805
3457,3.9473684210526314
3458,10.928571428571429
3459,22.5
3460,12.0
3461,17.608695652173914
3462,16.875
3463,13.189655172413792
3464,18.75
3465,26.25
3466,10.988372093023255
3467,17.608695652173914
3468,13.125
3469,17.5
3470,10.833333333333332
3471,21.25
3472,14.166666666666668
3473,10.738636363636363
3474,31.153846153846153
3475,13.125
3476,9.0
3477,4.838709677419355
3478,5.080645161290322
3479,3.75
3480,15.267857142857144
3481,8.90625
3482,4.112903225806452
3483,8.289473684210526
3484,8.804347826086957
3485,15.9375
3486,3.263358778625954
3487,3.2884615384615388
3488,11.020408163265305
3489,9.94186046511628
3490,17.068965517241377
3491,5.777027027027026
3492,15.517241379310345
3493,8.25
3494,16.363636363636363
3495,12.162162162162163
3496,13.189655172413792
3497,15.517241379310345
3498,7.5
3499,6.7771084337349405
3500,6.483050847457627
3501,8.78048780487805
3502,19.038461538461537
3503,13.790322580645162
3504,4.368932038834951
3505,15.749999999999998
3506,8.590909090909092
3507,3.4615384615384617
3508,11.25
3509,9.435483870967742
3510,19.8
3511,23.522727272727273
3512,17.1
3513,12.375000000000002
3514,8.839285714285714
3515,8.382352941176471
3516,4.128440366972478
3517,14.516129032258064
3518,17.844827586206897
3519,14.25
3520,21.599999999999998
3521,7.5
3522,21.25
3523,21.477272727272727
3524,5.875796178343949
3525,14.516129032258064
3526,6.088235294117647
3527,5.282608695652174
3528,8.761061946902656
3529,12.338709677419354
3530,18.0
3531,24.456521739130434
3532,7.620967741935483
3533,24.375
3534,7.745901639344262
3535,19.5
3536,11.25
3537,7.8061224489795915
3538,3.3834586466165413
3539,13.5
3540,12.162162162162163
3541,6.428571428571428
3542,13.618421052631579
3543,14.558823529411766
3544,5.13157894736842
3545,15.833333333333334
3546,12.573529411764707
3547,15.241935483870966
3548,24.750000000000004
3549,15.241935483870966
3550,9.204545454545455
3551,18.14516129032258
3552,3.214285714285714
3553,16.5
3554,15.833333333333334
3555,39.375
3556,21.521739130434785
3557,20.76923076923077
3558,20.543478260869563
3559,14.516129032258064
3560,7.159090909090909
3561,7.401315789473685
3562,13.5
3563,14.25
3564,19.125
3565,14.516129032258064
3566,9.0
3567,10.125
3568,8.26530612244898
3569,5.547945205479452
3570,16.693548387096776
3571,25.874999999999996
3572,10.97560975609756
3573,15.882352941176471
3574,5.806451612903226
3575,10.714285714285714
3576,4.5
3577,4.1911764705882355
3578,25.0
3579,14.711538461538462
3580,16.693548387096776
3581,9.94186046511628
3582,5.277777777777778
3583,18.28125
3584,8.915094339622643
3585,18.40909090909091
3586,16.5
3587,16.44230769230769
3588,13.5
3589,15.0
3590,3.9473684210526314
3591,3.7173913043478257
3592,15.241935483870966
3593,7.8061224489795915
3594,10.961538461538462
3595,18.333333333333332
3596,13.06451612903226
3597,10.227272727272727
3598,7.627118644067796
3599,12.321428571428573
3600,13.636363636363637
3601,21.31578947368421
3602,4.157608695652174
3603,34.61538461538462
3604,14.516129032258064
3605,18.333333333333332
3606,8.823529411764707
3607,13.5
3608,16.693548387096776
3609,8.14655172413793
3610,8.389830508474576
3611,8.181818181818182
3612,8.23943661971831
3613,3.0821917808219177
3614,11.25
3615,9.94186046511628
3616,8.915094339622643
3617,15.0
3618,19.166666666666668
3619,10.561224489795919
3620,8.214285714285714
3621,17.068965517241377
3622,21.428571428571427
3623,6.982758620689656
3624,10.0
3625,21.477272727272727
3626,12.115384615384615
3627,16.363636363636363
3628,19.166666666666668
3629,12.954545454545455
3630,6.25
3631,5.963855421686747
3632,10.053191489361701
3633,7.288732394366198
3634,16.29310344827586
3635,19.39655172413793
3636,12.413793103448276
3637,14.741379310344827
3638,11.52439024390244
3639,11.25
3640,7.5
3641,6.338028169014085
3642,6.944444444444444
3643,8.571428571428571
3644,15.967741935483872
3645,11.25
3646,6.169354838709677
3647,14.516129032258064
3648,15.0
3649,7.993421052631579
3650,16.666666666666664
3651,13.790322580645162
3652,11.538461538461537
3653,6.5131578947368425
3654,23.625
3655,16.5
3656,16.29310344827586
3657,11.625000000000002
3658,6.036585365853659
3659,9.519230769230768
3660,8.68421052631579
3661,9.329268292682926
3662,9.339622641509434
3663,18.40909090909091
3664,7.620967741935483
3665,17.419354838709676
3666,8.181818181818182
3667,15.576923076923077
3668,5.029411764705882
3669,7.788461538461538
3670,13.359375
3671,13.06451612903226
3672,4.464285714285714
3673,4.903846153846154
3674,19.565217391304348
3675,18.620689655172413
3676,9.086538461538462
3677,18.75
3678,17.419354838709676
3679,11.63793103448276
3680,5.257009345794392
3681,9.409090909090908
3682,7.5
3683,15.517241379310345
3684,21.599999999999998
3685,16.5
3686,7.5
3687,6.923076923076923
3688,14.318181818181818
3689,9.0
3690,19.852941176470587
3691,23.365384615384617
3692,20.25
3693,12.321428571428573
3694,15.241935483870966
3695,18.58695652173913
3696,5.27027027027027
3697,16.44230769230769
3698,6.780821917808219
3699,6.847826086956522
3700,18.14516129032258
3701,10.97560975609756
3702,12.073170731707318
3703,8.678571428571429
3704,13.170731707317072
3705,10.561224489795919
3706,8.382352941176471
3707,4.232673267326732
3708,9.705882352941178
3709,14.0625
3710,8.602941176470587
3711,9.204545454545455
3712,17.419354838709676
3713,14.80263157894737
3714,15.749999999999998
3715,8.181818181818182
3716,16.693548387096776
3717,8.771186440677967
3718,8.333333333333332
3719,13.125
3720,13.359375
3721,11.25
3722,15.576923076923077
3723,20.25
3724,14.80263157894737
3725,6.61764705882353
3726,32.34375
3727,15.749999999999998
3728,24.545454545454543
3729,11.045454545454545
3730,7.597402597402597
3731,20.17241379310345
3732,17.205882352941174
3733,13.026315789473685
3734,8.724489795918368
3735,17.068965517241377
3736,11.842105263157894
3737,35.357142857142854
3738,15.810810810810812
3739,17.068965517241377
3740,10.125
3741,7.961538461538462
3742,20.454545454545453
3743,16.693548387096776
3744,11.538461538461537
3745,12.034883720930232
3746,27.500000000000004
3747,5.206611570247934
3748,6.290322580645161
3749,5.294117647058823
3750,8.852459016393443
3751,10.848214285714286
3752,10.69672131147541
3753,8.922413793103448
3754,7.777777777777778
3755,5.50531914893617
3756,8.68421052631579
3757,5.859375
3758,9.310344827586206
3759,9.868421052631579
3760,7.279411764705883
3761,9.339622641509434
3762,11.511627906976745
3763,11.25
3764,16.153846153846153
3765,6.982758620689656
3766,10.0
3767,9.84375
3768,14.765625
3769,15.0
3770,15.517241379310345
3771,8.534482758620689
3772,28.5
3773,9.519230769230768
3774,8.653846153846155
3775,9.310344827586206
3776,9.067164179104477
3777,11.052631578947368
3778,13.359375
3779,17.844827586206897
3780,18.75
3781,9.583333333333334
3782,6.468749999999999
3783,19.565217391304348
3784,16.171875
3785,18.620689655172413
3786,7.5
3787,17.25
3788,20.17241379310345
3789,20.17241379310345
3790,6.859756097560975
3791,19.8
3792,5.054347826086956
3793,9.764150943396226
3794,4.921875
3795,4.105839416058394
3796,7.008196721311475
3797,9.59016393442623
3798,8.333333333333332
3799,3.544520547945205
3800,14.0625
3801,5.3999999999999995
3802,6.315789473684211
3803,13.5
3804,7.305194805194805
3805,8.590909090909092
3806,7.016129032258065
3807,16.693548387096776
3808,6.081081081081082
3809,6.774193548387097
3810,13.790322580645162
3811,8.534482758620689
3812,7.232142857142858
3813,15.967741935483872
3814,13.26923076923077
3815,17.419354838709676
3816,12.338709677419354
3817,7.689873417721519
3818,8.346774193548388
3819,19.596774193548388
3820,6.8354430379746836
3821,23.90625
3822,9.868421052631579
3823,18.0
3824,10.10204081632653
3825,6.107142857142857
3826,10.833333333333332
3827,6.634615384615385
3828,6.944444444444444
3829,16.5
3830,15.749999999999998
3831,16.544117647058826
3832,6.993243243243243
3833,6.818181818181818
3834,24.750000000000004
3835,13.170731707317072
3836,17.30769230769231
3837,29.25
3838,12.857142857142856
3839,14.374999999999998
3840,11.538461538461537
3841,13.08139534883721
3842,6.971830985915492
3843,18.870967741935484
3844,16.171875
3845,21.048387096774192
3846,13.790322580645162
3847,10.561224489795919
3848,9.951923076923077
3849,16.693548387096776
3850,20.089285714285715
3851,18.75
3852,18.0
3853,7.8896103896103895
3854,7.288732394366198
3855,7.258064516129032
3856,10.90909090909091
3857,14.25
3858,14.785714285714286
3859,3.7218045112781954
3860,6.75
3861,16.5
3862,10.97560975609756
3863,17.027027027027028
3864,19.285714285714285
3865,15.0
3866,8.474025974025974
3867,8.915094339622643
3868,6.181318681318682
3869,18.333333333333332
3870,15.241935483870966
3871,11.020408163265305
3872,15.810810810810812
3873,7.610294117647059
3874,9.642857142857142
3875,18.0
3876,16.5
3877,11.863636363636363
3878,14.25
3879,21.724137931034484
3880,22.5
3881,12.073170731707318
3882,32.5
3883,5.625
3884,13.295454545454547
3885,4.5
3886,20.625
3887,17.5
3888,14.318181818181818
3889,8.25
3890,18.75
3891,15.0
3892,15.681818181818183
3893,11.25
3894,9.9
3895,13.790322580645162
3896,4.834710743801653
3897,19.596774193548388
3898,7.5
3899,10.875
3900,9.798387096774194
3901,10.18867924528302
3902,17.419354838709676
3903,9.473684210526315
3904,17.419354838709676
3905,18.14516129032258
3906,19.596774193548388
3907,20.17241379310345
3908,13.695652173913045
3909,18.870967741935484
3910,8.7890625
3911,11.428571428571427
3912,7.974683544303797
3913,12.31132075471698
3914,20.089285714285715
3915,13.806818181818182
3916,4.21875
3917,5.853658536585367
3918,19.285714285714285
3919,12.857142857142856
3920,7.905405405405406
3921,9.698275862068964
3922,16.171875
3923,11.447368421052632
3924,10.61320754716981
3925,22.5
3926,9.868421052631579
3927,13.618421052631579
3928,16.171875
3929,12.434210526315791
3930,3.0306122448979593
3931,7.408536585365854
3932,6.590909090909091
3933,11.25
3934,11.761363636363637
3935,5.1923076923076925
3936,8.013698630136986
3937,3.544520547945205
3938,8.933823529411764
3939,7.105263157894736
3940,9.435483870967742
3941,18.870967741935484
3942,8.272058823529413
3943,11.454545454545453
3944,21.634615384615387
3945,15.882352941176471
3946,20.7
3947,13.06451612903226
3948,8.214285714285714
3949,9.375
3950,12.397959183673468
3951,8.070652173913043
3952,15.882352941176471
3953,18.75
3954,8.289473684210526
3955,8.11046511627907
3956,11.511627906976745
3957,16.693548387096776
3958,21.5625
3959,21.599999999999998
3960,23.225806451612904
3961,11.71875
3962,17.5
3963,18.14516129032258
3964,18.14516129032258
3965,19.166666666666668
3966,9.435483870967742
3967,25.096153846153847
3968,18.14516129032258
3969,9.07258064516129
3970,18.28125
3971,5.689655172413794
3972,5.376106194690266
3973,17.357142857142858
3974,13.5
3975,20.25
3976,17.844827586206897
3977,6.428571428571428
3978,7.676470588235294
3979,7.659574468085106
3980,10.434782608695652
3981,21.0
3982,13.5
3983,14.0625
3984,24.456521739130434
3985,6.941489361702128
3986,6.428571428571428
3987,4.856115107913669
3988,7.0
3989,16.153846153846153
3990,19.5
3991,7.105263157894736
3992,24.23076923076923
3993,18.482142857142858
3994,24.375
3995,18.14516129032258
3996,12.857142857142856
3997,9.764150943396226
3998,6.675824175824176
3999,9.915254237288135
4000,17.419354838709676
4001,13.170731707317072
4002,10.3125
4003,11.25
4004,19.375
4005,20.892857142857142
4006,15.394736842105264
4007,16.544117647058826
4008,14.558823529411766
4009,20.32258064516129
4010,14.127906976744185
4011,30.0
4012,17.419354838709676
4013,6.647727272727273
4014,22.5
4015,12.90983606557377
4016,6.499999999999999
4017,16.875
4018,5.472972972972974
4019,12.375000000000002
4020,5.384615384615385
4021,30.789473684210527
4022,31.875
4023,21.774193548387096
4024,10.086206896551724
4025,12.413793103448276
4026,11.029411764705882
4027,11.25
4028,11.682692307692308
4029,11.454545454545453
4030,4.344827586206897
4031,10.125
4032,17.142857142857142
4033,6.320224719101124
4034,10.171232876712327
4035,10.730769230769232
4036,7.905405405405406
4037,9.554794520547945
4038,12.857142857142856
4039,13.806818181818182
4040,10.416666666666666
4041,18.214285714285715
4042,12.540983606557376
4043,12.338709677419354
4044,9.0625
4045,6.964285714285714
4046,8.395522388059701
4047,7.401315789473685
4048,11.462264150943396
4049,7.425000000000001
4050,9.221311475409836
4051,9.473684210526315
4052,8.585526315789474
4053,9.818181818181818
4054,12.540983606557376
4055,10.875
4056,6.907894736842105
4057,15.441176470588236
4058,5.90909090909091
4059,21.75
4060,10.848214285714286
4061,22.5
4062,18.0
4063,19.5
4064,7.018348623853211
4065,21.09375
4066,15.202702702702702
4067,23.653846153846153
4068,9.798387096774194
4069,21.774193548387096
4070,10.817307692307693
4071,11.580882352941176
4072,24.677419354838708
4073,6.6521739130434785
4074,8.709677419354838
4075,11.454545454545453
4076,5.806451612903226
4077,19.596774193548388
4078,7.258064516129032
4079,12.857142857142856
4080,9.798387096774194
4081,24.0
4082,12.31132075471698
4083,7.159090909090909
4084,6.923076923076923
4085,16.875
4086,16.071428571428573
4087,21.048387096774192
4088,6.385135135135135
4089,10.369565217391305
4090,19.596774193548388
4091,16.0
4092,31.499999999999996
4093,8.1
4094,6.044776119402985
4095,25.096153846153847
4096,8.625
4097,21.0
4098,21.75
4099,21.048387096774192
